,date,sent_mean,sent_median,headline_count
630,2010-03-01,-0.388304,-0.4374,25
631,2010-03-02,-0.263628,-0.2732,25
632,2010-03-03,-0.269572,-0.4019,25
633,2010-03-04,-0.1985,-0.1779,25
634,2010-03-05,-0.160512,-0.3182,25
635,2010-03-06,-0.257068,-0.4019,25
636,2010-03-07,-0.21513200000000002,0.0,25
637,2010-03-08,-0.12128,0.0,25
638,2010-03-09,-0.12388,-0.128,25
639,2010-03-10,-0.090096,0.0,25
640,2010-03-11,-0.159732,-0.2723,25
641,2010-03-12,-0.21138400000000002,-0.2023,25
642,2010-03-13,-0.155556,0.0,25
643,2010-03-14,0.018843999999999993,0.0,25
644,2010-03-15,-0.08016400000000001,0.0,25
645,2010-03-16,-0.306384,-0.3182,25
646,2010-03-17,-0.154184,0.0,25
647,2010-03-18,-0.148152,0.0,25
648,2010-03-19,-0.28782,-0.4588,25
649,2010-03-20,-0.296976,-0.296,25
650,2010-03-21,-0.19032,-0.0772,25
651,2010-03-22,-0.274052,-0.4019,25
652,2010-03-23,-0.27128399999999997,-0.2732,25
653,2010-03-24,-0.267644,-0.1531,25
654,2010-03-25,-0.226264,-0.1779,25
655,2010-03-26,-0.286072,-0.3612,25
656,2010-03-27,-0.351064,-0.296,25
657,2010-03-29,-0.298208,-0.296,25
658,2010-03-30,-0.311952,-0.3612,25
659,2010-03-31,-0.44286000000000003,-0.5574,25
660,2010-04-01,-0.211056,-0.4939,25
661,2010-04-02,-0.30478,-0.4215,25
662,2010-04-03,-0.42304,-0.4404,25
663,2010-04-04,-0.22111599999999998,-0.0772,25
664,2010-04-05,-0.292332,-0.296,25
665,2010-04-06,-0.313904,-0.3818,25
666,2010-04-07,-0.365076,-0.5423,25
667,2010-04-08,-0.296012,-0.3182,25
668,2010-04-09,-0.296936,-0.3415,25
669,2010-04-10,-0.379756,-0.4404,25
670,2010-04-11,-0.305104,-0.4215,25
671,2010-04-12,-0.161956,-0.128,25
672,2010-04-13,-0.20256799999999997,-0.2023,25
673,2010-04-14,-0.11947200000000001,0.0,25
674,2010-04-15,-0.16322,-0.2023,25
675,2010-04-16,-0.40736000000000006,-0.6369,25
676,2010-04-17,-0.23624399999999998,0.0,25
677,2010-04-18,-0.144444,-0.2732,25
678,2010-04-19,-0.210988,-0.1027,25
679,2010-04-20,-0.209704,-0.1779,25
680,2010-04-21,-0.213988,0.0,25
681,2010-04-22,-0.110732,-0.1531,25
682,2010-04-23,-0.231128,-0.2023,25
683,2010-04-24,-0.20396799999999998,-0.128,25
684,2010-04-25,-0.19862000000000002,-0.128,25
685,2010-04-26,-0.13439600000000002,0.0,25
686,2010-04-27,-0.077352,0.0,25
687,2010-04-28,-0.215208,-0.2263,25
688,2010-04-29,-0.32463200000000003,-0.4767,25
689,2010-04-30,-0.295504,-0.3818,25
690,2010-05-01,-0.097096,0.0,25
691,2010-05-02,-0.175012,-0.1779,25
692,2010-05-03,-0.22526,-0.296,25
693,2010-05-04,-0.187556,-0.3182,25
