Price,Adj Close,Close,High,Low,Open,Volume
Ticker,CBA.AX,CBA.AX,CBA.AX,CBA.AX,CBA.AX,CBA.AX
Date,,,,,,
2020-09-23,53.357845306396484,64.2699966430664,64.47000122070312,63.349998474121094,63.4900016784668,3572552
2020-09-24,53.29972839355469,64.19999694824219,64.43000030517578,63.0,63.47999954223633,2762068
2020-09-25,54.902034759521484,66.12999725341797,66.77999877929688,65.25,65.48999786376953,4021873
2020-09-28,54.370704650878906,65.48999786376953,66.63999938964844,65.04000091552734,66.5,2440377
2020-09-29,53.980506896972656,65.0199966430664,66.04000091552734,64.9000015258789,65.88999938964844,1979376
2020-09-30,52.809906005859375,63.61000061035156,64.52999877929688,63.59000015258789,64.05999755859375,4612677
2020-10-01,53.166893005371094,64.04000091552734,64.54000091552734,63.779998779296875,63.90999984741211,2109305
2020-10-02,52.90122604370117,63.720001220703125,64.25,63.560001373291016,63.91999816894531,2525561
2020-10-05,54.78581237792969,65.98999786376953,65.98999786376953,64.56999969482422,64.70999908447266,1961004
2020-10-06,54.918643951416016,66.1500015258789,66.43000030517578,65.37000274658203,66.29000091552734,2227080
2020-10-07,56.0975456237793,67.56999969482422,67.61000061035156,66.16000366210938,66.16999816894531,3011826
2020-10-08,56.54586410522461,68.11000061035156,68.37999725341797,67.61000061035156,68.25,3174818
2020-10-09,56.213783264160156,67.70999908447266,68.55000305175781,67.70999908447266,68.5,2430743
2020-10-12,56.96097183227539,68.61000061035156,68.62000274658203,67.47000122070312,67.69000244140625,2140654
2020-10-13,57.60023880004883,69.37999725341797,70.66000366210938,69.13999938964844,69.56999969482422,3234295
2020-10-14,57.01078796386719,68.66999816894531,69.33000183105469,68.56999969482422,68.91000366210938,2158016
2020-10-15,57.517215728759766,69.27999877929688,69.72000122070312,68.33000183105469,68.62000274658203,2461648
2020-10-16,57.4840087890625,69.23999786376953,69.6500015258789,68.93000030517578,69.0,2994507
2020-10-19,58.12327575683594,70.01000213623047,70.25,69.5199966430664,69.8499984741211,1711635
2020-10-20,57.40098190307617,69.13999938964844,70.44999694824219,69.0199966430664,70.01000213623047,3276870
2020-10-21,57.840999603271484,69.66999816894531,69.81999969482422,69.08000183105469,69.20999908447266,3012271
2020-10-22,57.55872344970703,69.33000183105469,69.45999908447266,68.66000366210938,69.01000213623047,2607989
2020-10-23,58.03195571899414,69.9000015258789,69.91000366210938,68.95999908447266,69.62000274658203,2327154
2020-10-26,57.87420654296875,69.70999908447266,70.0999984741211,69.5,69.94999694824219,1509835
2020-10-27,57.07720184326172,68.75,69.37999725341797,68.30999755859375,69.0999984741211,2139783
2020-10-28,56.82813262939453,68.44999694824219,68.79000091552734,67.66000366210938,68.0199966430664,2260344
2020-10-29,56.57077407836914,68.13999938964844,68.66999816894531,67.75,68.1500015258789,2736317
2020-10-30,57.30135726928711,69.0199966430664,69.62999725341797,68.04000091552734,68.1500015258789,3779713
2020-11-02,57.17683410644531,68.87000274658203,69.69999694824219,66.04000091552734,69.68000030517578,3410760
2020-11-03,57.965538024902344,69.81999969482422,70.44999694824219,68.9800033569336,69.06999969482422,4195170
2020-11-04,56.794925689697266,68.41000366210938,69.72000122070312,67.87000274658203,69.5,2725022
2020-11-05,57.840999603271484,69.66999816894531,69.66999816894531,68.30999755859375,68.38999938964844,3856662
2020-11-06,57.94062423706055,69.79000091552734,70.25,69.26000213623047,70.0,2084788
2020-11-09,58.3723258972168,70.30999755859375,70.58000183105469,69.80000305175781,69.87000274658203,2365509
2020-11-10,60.10748291015625,72.4000015258789,73.13999938964844,71.31999969482422,72.0,6300671
2020-11-11,61.76792526245117,74.4000015258789,74.44000244140625,72.66000366210938,72.94999694824219,5151533
2020-11-12,60.663719177246094,73.06999969482422,74.5999984741211,72.87000274658203,74.4000015258789,3365097
2020-11-13,60.72183609008789,73.13999938964844,73.41999816894531,72.52999877929688,72.80000305175781,2805108
2020-11-16,61.84262466430664,74.48999786376953,74.55999755859375,73.79000091552734,74.0,350619
2020-11-17,62.589820861816406,75.38999938964844,75.45999908447266,74.5999984741211,74.6500015258789,4312323
2020-11-18,64.38308715820312,77.55000305175781,77.55000305175781,75.44000244140625,75.45999908447266,3979413
2020-11-19,65.47895812988281,78.87000274658203,78.87000274658203,77.18000030517578,78.0,4383570
2020-11-20,66.4171142578125,80.0,80.0,78.0999984741211,78.77999877929688,6969228
2020-11-23,66.08501434326172,79.5999984741211,80.05000305175781,79.2699966430664,79.79000091552734,1945889
2020-11-24,67.38016510009766,81.16000366210938,81.52999877929688,79.94999694824219,80.01000213623047,2684006
2020-11-25,68.38471221923828,82.37000274658203,83.3499984741211,82.03500366210938,82.4000015258789,3687505
2020-11-26,67.32203674316406,81.08999633789062,81.98999786376953,81.08999633789062,81.9000015258789,2020361
2020-11-27,67.00654602050781,80.70999908447266,81.69000244140625,80.5199966430664,81.0,2403041
2020-11-30,65.64501953125,79.06999969482422,81.25,79.06999969482422,80.6500015258789,4762676
2020-12-01,66.62466430664062,80.25,80.62999725341797,78.79000091552734,79.01000213623047,2463844
2020-12-02,66.50012969970703,80.0999984741211,80.38999938964844,79.3499984741211,80.33000183105469,3014706
2020-12-03,66.05181884765625,79.55999755859375,80.0999984741211,79.4800033569336,80.0,1879664
2020-12-04,66.56654357910156,80.18000030517578,80.62000274658203,79.66999816894531,79.80000305175781,2250549
2020-12-07,67.03146362304688,80.73999786376953,80.79499816894531,80.05000305175781,80.5,2093503
2020-12-08,67.91978454589844,81.80999755859375,81.80999755859375,80.0,80.37999725341797,3903389
2020-12-09,69.05718994140625,83.18000030517578,83.5999984741211,81.83999633789062,82.0,4244217
2020-12-10,68.98246002197266,83.08999633789062,84.2699966430664,82.88999938964844,83.55000305175781,5242972
2020-12-11,68.40132141113281,82.38999938964844,83.05000305175781,82.16999816894531,82.9000015258789,2534051
2020-12-14,69.67153930664062,83.91999816894531,84.54000091552734,82.5,82.5,2641931
2020-12-15,68.96587371826172,83.06999969482422,84.45999908447266,82.80999755859375,84.30000305175781,2858544
2020-12-16,69.61344146728516,83.8499984741211,84.68000030517578,83.12999725341797,83.12999725341797,2037896
2020-12-17,70.3357162475586,84.72000122070312,84.83999633789062,84.0999984741211,84.58999633789062,4344206
2020-12-18,69.04058074951172,83.16000366210938,84.44999694824219,83.16000366210938,84.4000015258789,8380263
2020-12-21,68.90775299072266,83.0,83.51000213623047,82.33999633789062,83.12000274658203,1607940
2020-12-22,68.42621612548828,82.41999816894531,83.63999938964844,82.18000030517578,82.75,1995338
2020-12-23,69.05718994140625,83.18000030517578,83.36000061035156,82.5999984741211,82.79000091552734,1402217
2020-12-24,69.03228759765625,83.1500015258789,84.5,83.1500015258789,83.97000122070312,883611
2020-12-29,69.74627685546875,84.01000213623047,84.41999816894531,83.80000305175781,83.80000305175781,1165218
2020-12-30,69.39757537841797,83.58999633789062,83.80000305175781,83.08999633789062,83.55000305175781,1340818
2020-12-31,68.16886138916016,82.11000061035156,83.83000183105469,82.11000061035156,83.4000015258789,1120867
2021-01-04,69.53040313720703,83.75,83.91999816894531,82.16999816894531,82.2300033569336,1414844
2021-01-05,69.09870910644531,83.2300033569336,83.26000213623047,82.48500061035156,83.0,1809541
2021-01-06,68.8247299194336,82.9000015258789,83.3499984741211,82.27999877929688,82.69000244140625,2252786
2021-01-07,70.21949005126953,84.58000183105469,85.18000030517578,83.69999694824219,84.37999725341797,3011086
2021-01-08,71.09120178222656,85.62999725341797,85.62999725341797,84.79499816894531,84.98999786376953,2446079
2021-01-11,70.70101928710938,85.16000366210938,85.62999725341797,84.94000244140625,85.4000015258789,1840016
2021-01-12,71.29875946044922,85.87999725341797,86.26000213623047,85.27999877929688,85.48999786376953,1940939
2021-01-13,71.37348175048828,85.97000122070312,86.0999984741211,85.11000061035156,85.4000015258789,1887641
2021-01-14,71.67237091064453,86.33000183105469,86.4000015258789,85.4000015258789,85.5,2524347
2021-01-15,70.8836669921875,85.37999725341797,86.47000122070312,85.25,86.0999984741211,2866714
2021-01-18,70.29421997070312,84.66999816894531,85.34500122070312,84.16000366210938,85.0999984741211,1469159
2021-01-19,70.65950775146484,85.11000061035156,85.61000061035156,84.91000366210938,85.0,2049672
2021-01-20,70.0451431274414,84.37000274658203,85.19000244140625,84.25,85.11000061035156,1663224
2021-01-21,70.8338394165039,85.31999969482422,85.4800033569336,84.51000213623047,85.02999877929688,2358103
2021-01-22,70.64289093017578,85.08999633789062,85.31999969482422,84.80999755859375,85.0,4575426
2021-01-25,70.7923355102539,85.2699966430664,85.73999786376953,84.80000305175781,85.11000061035156,1361881
2021-01-27,71.89652252197266,86.5999984741211,86.91999816894531,85.86000061035156,86.05999755859375,2843239
2021-01-28,70.68439483642578,85.13999938964844,85.45999908447266,83.9000015258789,85.30999755859375,3455937
2021-01-29,69.33116149902344,83.51000213623047,86.08999633789062,83.37999725341797,85.98999786376953,4486404
2021-02-01,70.30250549316406,84.68000030517578,84.68000030517578,82.0199966430664,83.0,2604306
2021-02-02,71.88821411132812,86.58999633789062,86.97000122070312,85.3499984741211,85.62000274658203,2678902
2021-02-03,72.71843719482422,87.58999633789062,88.4800033569336,87.12000274658203,87.20999908447266,2455634
2021-02-04,72.27840423583984,87.05999755859375,88.12999725341797,86.76000213623047,87.87000274658203,2315913
2021-02-05,73.59015655517578,88.63999938964844,88.88999938964844,87.8499984741211,88.19999694824219,2242933
2021-02-08,73.57355499267578,88.62000274658203,89.19999694824219,88.5999984741211,88.80000305175781,1820303
2021-02-09,72.57730102539062,87.41999816894531,88.70999908447266,87.04000091552734,88.37999725341797,1882826
2021-02-10,71.4980239868164,86.12000274658203,88.47000122070312,85.7699966430664,88.0,3228687
2021-02-11,72.27012634277344,87.05000305175781,87.19000244140625,85.25,85.94000244140625,2322335
2021-02-12,72.12068939208984,86.87000274658203,87.7300033569336,86.3499984741211,87.0,2235993
2021-02-15,71.88821411132812,86.58999633789062,87.19999694824219,86.3499984741211,87.0999984741211,2396310
2021-02-16,72.58099365234375,85.91000366210938,85.91000366210938,84.88999938964844,85.16000366210938,4133771
2021-02-17,71.20389556884766,84.27999877929688,85.73500061035156,84.04000091552734,85.4000015258789,2340499
2021-02-18,70.64629364013672,83.62000274658203,84.2699966430664,82.80000305175781,84.08000183105469,3373355
2021-02-19,69.70850372314453,82.51000213623047,83.56999969482422,81.6500015258789,83.0999984741211,4206236
2021-02-22,69.19314575195312,81.9000015258789,82.55000305175781,81.72000122070312,82.51000213623047,2071470
2021-02-23,70.36750030517578,83.29000091552734,83.4000015258789,81.5999984741211,81.94000244140625,2047232
2021-02-24,69.9366226196289,82.77999877929688,83.55000305175781,82.30999755859375,83.2699966430664,1709865
2021-02-25,70.7138671875,83.69999694824219,84.16000366210938,83.31999969482422,83.5199966430664,2379912
2021-02-26,68.90589904785156,81.55999755859375,83.66000366210938,81.55999755859375,82.63999938964844,3900672
2021-03-01,71.06026458740234,84.11000061035156,84.13999938964844,81.79000091552734,81.9000015258789,2483224
2021-03-02,71.38130950927734,84.48999786376953,85.2699966430664,84.37000274658203,84.61000061035156,2100089
2021-03-03,72.15011596679688,85.4000015258789,85.4000015258789,84.25,84.25,2216522
2021-03-04,72.97805786132812,86.37999725341797,86.37999725341797,84.80999755859375,85.70999908447266,3528772
2021-03-05,73.0372085571289,86.44999694824219,86.80000305175781,85.52999877929688,86.4000015258789,3125494
2021-03-08,73.7722396850586,87.31999969482422,88.66000366210938,87.23999786376953,87.83000183105469,2592114
2021-03-09,74.25379943847656,87.88999938964844,88.98999786376953,87.66999816894531,88.44999694824219,2381197
2021-03-10,73.26531219482422,86.72000122070312,88.0,86.72000122070312,87.98999786376953,2059023
2021-03-11,73.0372085571289,86.44999694824219,87.87999725341797,85.7699966430664,87.81999969482422,2295069
2021-03-12,73.07099914550781,86.48999786376953,86.9800033569336,86.16999816894531,86.56999969482422,1436474
2021-03-15,72.9949722290039,86.4000015258789,86.98999786376953,85.76000213623047,86.51000213623047,1984298
2021-03-16,73.65394592285156,87.18000030517578,87.72000122070312,86.51000213623047,86.58999633789062,2770885
2021-03-17,73.59481048583984,87.11000061035156,87.87999725341797,86.4000015258789,86.93000030517578,2412813
2021-03-18,72.4458236694336,85.75,86.99500274658203,85.51000213623047,86.91999816894531,4351783
2021-03-19,71.56718444824219,84.70999908447266,85.79000091552734,84.4000015258789,85.5,9528922
2021-03-22,71.87976837158203,85.08000183105469,85.36000061035156,83.94499969482422,84.69999694824219,1718564
2021-03-23,71.61787414550781,84.7699966430664,85.36499786376953,84.19999694824219,84.22000122070312,1668194
2021-03-24,72.96963500976562,86.37000274658203,86.47000122070312,84.70999908447266,85.05000305175781,2100578
2021-03-25,73.11325073242188,86.54000091552734,86.9800033569336,85.79000091552734,86.19000244140625,2145117
2021-03-26,72.65703582763672,86.0,87.05999755859375,85.93000030517578,86.81999969482422,2506871
2021-03-29,72.29373931884766,85.56999969482422,86.5999984741211,85.47000122070312,86.16999816894531,1559267
2021-03-30,72.15011596679688,85.4000015258789,86.41999816894531,85.12999725341797,85.66000366210938,1725824
2021-03-31,72.74151611328125,86.0999984741211,87.13999938964844,85.80000305175781,86.01000213623047,3266727
2021-04-01,72.8344497680664,86.20999908447266,86.37000274658203,85.52999877929688,85.94999694824219,1828365
2021-04-06,72.68238067626953,86.02999877929688,86.94999694824219,86.02999877929688,86.94999694824219,2032271
2021-04-07,73.10479736328125,86.52999877929688,86.7300033569336,85.7300033569336,86.05999755859375,1941057
2021-04-08,73.60325622558594,87.12000274658203,87.86499786376953,86.73999786376953,86.9000015258789,2641603
2021-04-09,73.61170959472656,87.12999725341797,87.48999786376953,86.44000244140625,87.19999694824219,1644070
2021-04-12,73.26531219482422,86.72000122070312,87.44999694824219,86.44999694824219,87.11000061035156,1568333
2021-04-13,73.66239929199219,87.19000244140625,87.47000122070312,86.62999725341797,86.6500015258789,1578334
2021-04-14,74.17776489257812,87.80000305175781,87.9000015258789,87.02999877929688,87.25,2014595
2021-04-15,74.27069091796875,87.91000366210938,88.0,87.1500015258789,88.0,1921598
2021-04-16,74.3382797241211,87.98999786376953,88.01000213623047,87.44999694824219,87.68000030517578,2825845
2021-04-19,75.05640411376953,88.83999633789062,89.08000183105469,88.12000274658203,88.48999786376953,2140964
2021-04-20,74.12706756591797,87.73999786376953,88.83000183105469,87.56999969482422,88.69000244140625,1835450
2021-04-21,74.4903564453125,88.16999816894531,88.30999755859375,86.9000015258789,87.05000305175781,2770888
2021-04-22,75.30984497070312,89.13999938964844,89.13999938964844,88.30999755859375,88.56999969482422,2948752
2021-04-23,75.52107238769531,89.38999938964844,89.38999938964844,88.75,88.94000244140625,1616978
2021-04-26,75.23382568359375,89.05000305175781,89.98999786376953,88.97000122070312,89.75,1226856
2021-04-27,75.47037506103516,89.33000183105469,89.45999908447266,88.4000015258789,89.0,1836324
2021-04-28,76.21385192871094,90.20999908447266,90.58999633789062,89.5,89.51000213623047,2462101
2021-04-29,76.03643035888672,90.0,90.80999755859375,89.88999938964844,90.5999984741211,1635378
2021-04-30,75.2253646850586,89.04000091552734,89.77999877929688,88.81999969482422,89.77999877929688,2702298
2021-05-03,75.78297424316406,89.69999694824219,89.98999786376953,89.20999908447266,89.47000122070312,1772294
2021-05-04,76.41661071777344,90.44999694824219,90.6500015258789,89.55999755859375,89.94000244140625,1980156
2021-05-05,78.33441925048828,92.72000122070312,92.72000122070312,91.55999755859375,92.51000213623047,3096594
2021-05-06,78.5202865600586,92.94000244140625,93.0999984741211,91.97000122070312,93.0,3482352
2021-05-07,79.34822082519531,93.91999816894531,94.0999984741211,92.5999984741211,93.0,3055557
2021-05-10,80.38740539550781,95.1500015258789,95.18000030517578,93.80000305175781,93.9000015258789,1951229
2021-05-11,79.90583038330078,94.58000183105469,95.5,94.25,95.0,2280046
2021-05-12,80.74222564697266,95.56999969482422,95.56999969482422,93.8499984741211,94.0,3398755
2021-05-13,81.08863830566406,95.9800033569336,96.5,94.81999969482422,95.43000030517578,2460516
2021-05-14,81.59553527832031,96.58000183105469,97.37999725341797,96.41000366210938,97.25,2110994
2021-05-17,82.61781311035156,97.79000091552734,98.4000015258789,96.91000366210938,96.98999786376953,1931159
2021-05-18,82.59245300292969,97.76000213623047,98.84500122070312,97.76000213623047,98.3499984741211,1910587
2021-05-19,80.53102111816406,95.31999969482422,97.0,95.0999984741211,96.69000244140625,2971615
2021-05-20,83.13316345214844,98.4000015258789,98.4800033569336,95.86000061035156,96.08999633789062,3276187
2021-05-21,82.83746337890625,98.05000305175781,98.56999969482422,97.56999969482422,97.98999786376953,4462981
2021-05-24,83.43731689453125,98.76000213623047,99.16000366210938,97.6500015258789,98.0,1693358
2021-05-25,84.17231750488281,99.62999725341797,99.6500015258789,98.5999984741211,98.87000274658203,1526334
2021-05-26,84.13008117675781,99.58000183105469,100.19999694824219,99.25,99.25,1976479
2021-05-27,83.6147232055664,98.97000122070312,100.08000183105469,98.73999786376953,99.6500015258789,3488494
2021-05-28,84.9580307006836,100.55999755859375,100.55999755859375,98.81999969482422,99.08999633789062,2803414
2021-05-31,84.24835968017578,99.72000122070312,101.5,99.6500015258789,100.72000122070312,2196204
2021-06-01,84.0287094116211,99.45999908447266,99.81999969482422,98.83999633789062,99.37000274658203,1231266
2021-06-02,84.76372528076172,100.33000183105469,100.41999816894531,99.30999755859375,100.0,1992987
2021-06-03,85.5071792602539,101.20999908447266,101.8499984741211,100.38999938964844,100.5,1880601
2021-06-04,86.61394500732422,102.5199966430664,102.63999938964844,101.5,101.73999786376953,2392986
2021-06-07,86.115478515625,101.93000030517578,102.30000305175781,101.47000122070312,102.25,1248446
2021-06-08,85.73530578613281,101.4800033569336,102.41999816894531,100.70999908447266,101.8499984741211,2202865
2021-06-09,85.39736938476562,101.08000183105469,101.91000366210938,100.94000244140625,101.37999725341797,1826370
2021-06-10,86.04788208007812,101.8499984741211,102.12000274658203,100.7699966430664,101.0,1791330
2021-06-11,85.63391876220703,101.36000061035156,101.69499969482422,100.81999969482422,101.0,1740852
2021-06-15,87.39965057373047,103.44999694824219,103.72000122070312,101.45999908447266,101.5,2296140
2021-06-16,88.55709838867188,104.81999969482422,104.94000244140625,103.41000366210938,104.01000213623047,2775509
2021-06-17,89.47798156738281,105.91000366210938,106.56999969482422,105.11000061035156,105.5,3930519
2021-06-18,87.60242462158203,103.69000244140625,105.4000015258789,103.69000244140625,105.3499984741211,8444253
2021-06-21,82.84591674804688,98.05999755859375,101.81999969482422,98.05999755859375,101.72000122070312,4770270
2021-06-22,84.67923736572266,100.2300033569336,101.19999694824219,99.83999633789062,100.37000274658203,2855988
2021-06-23,83.80903625488281,99.19999694824219,100.16999816894531,98.91999816894531,99.87000274658203,2295011
2021-06-24,83.3443832397461,98.6500015258789,99.18000030517578,98.19999694824219,99.0,2322776
2021-06-25,83.85972595214844,99.26000213623047,99.98999786376953,98.76000213623047,99.97000122070312,2374636
2021-06-28,84.37509155273438,99.87000274658203,99.87000274658203,98.30000305175781,99.44999694824219,1711467
2021-06-29,84.89045715332031,100.4800033569336,100.5,98.76000213623047,99.11000061035156,1940208
2021-06-30,84.37509155273438,99.87000274658203,101.0,99.87000274658203,100.87999725341797,2267452
