Date,adjclose,close,high,low,open,volume,adjclose_15,true_adjclose_15,buy_profit,sell_profit
1991-12-18,1.1718839406967163,7.407225131988525,7.407225131988525,7.407225131988525,7.407225131988525,0,1.4031425714492798,1.2447305917739868,0.07284665107727051,0.0
1991-12-24,1.1718839406967163,7.407225131988525,7.407225131988525,7.407225131988525,7.407225131988525,0,1.4006307125091553,1.2447305917739868,0.07284665107727051,0.0
1992-01-02,1.2447305917739868,7.867673873901367,7.867673873901367,7.867673873901367,7.867673873901367,0,1.4139554500579834,1.2447305917739868,0.0,0.0
1992-01-14,1.2447305917739868,7.867673873901367,7.867673873901367,7.867673873901367,7.867673873901367,0,1.476287603378296,1.1592148542404175,-0.08551573753356934,0.0
1992-01-16,1.2447305917739868,7.867673873901367,7.867673873901367,7.867673873901367,7.867673873901367,0,1.465323805809021,1.1592148542404175,-0.08551573753356934,0.0
1992-01-21,1.2447305917739868,7.867673873901367,7.867673873901367,7.867673873901367,7.867673873901367,0,1.4791319370269775,1.1592148542404175,-0.08551573753356934,0.0
1992-01-28,1.2447305917739868,7.867673873901367,7.867673873901367,7.867673873901367,7.867673873901367,0,1.4787044525146484,1.1592148542404175,-0.08551573753356934,0.0
1992-01-31,1.1592148542404175,7.327147006988525,7.327147006988525,7.327147006988525,7.327147006988525,0,1.3636516332626343,1.1592148542404175,0.0,0.0
1992-02-05,1.1592148542404175,7.327147006988525,7.327147006988525,7.327147006988525,7.327147006988525,0,1.4582940340042114,1.1592148542404175,0.0,0.0
1992-02-06,1.1592148542404175,7.327147006988525,7.327147006988525,7.327147006988525,7.327147006988525,0,1.4066462516784668,1.1592148542404175,0.0,0.0
1992-02-14,1.1592148542404175,7.327147006988525,7.327147006988525,7.327147006988525,7.327147006988525,0,1.3829864263534546,1.1782180070877075,0.01900315284729004,0.0
1992-02-17,1.1592148542404175,7.327147006988525,7.327147006988525,7.327147006988525,7.327147006988525,0,1.3917596340179443,1.1782180070877075,0.01900315284729004,0.0
1992-03-02,1.1782180070877075,7.447264194488525,7.447264194488525,7.447264194488525,7.447264194488525,0,1.399876356124878,1.1782180070877075,0.0,0.0
1992-03-12,1.1782180070877075,7.447264194488525,7.447264194488525,7.447264194488525,7.447264194488525,0,1.3979651927947998,1.1639653444290161,-0.014252662658691406,0.0
1992-03-27,1.1782180070877075,7.447264194488525,7.447264194488525,7.447264194488525,7.447264194488525,0,1.4055118560791016,1.1965237855911255,0.01830577850341797,0.0
1992-03-31,1.1639653444290161,7.357175827026367,7.357175827026367,7.357175827026367,7.357175827026367,0,1.3865739107131958,1.1965237855911255,0.032558441162109375,0.0
1992-04-24,1.1965237855911255,7.357175827026367,7.357175827026367,7.357175827026367,7.357175827026367,0,1.4189679622650146,1.2307102680206299,0.034186482429504395,0.0
1992-05-15,1.2307102680206299,7.567380905151367,7.567380905151367,7.567380905151367,7.567380905151367,0,1.4567880630493164,1.2502455711364746,0.019535303115844727,0.0
1992-05-27,1.2307102680206299,7.567380905151367,7.567380905151367,7.567380905151367,7.567380905151367,0,1.461328387260437,1.2502455711364746,0.019535303115844727,0.0
1992-06-05,1.2502455711364746,7.687498092651367,7.687498092651367,7.687498092651367,7.687498092651367,0,1.481369972229004,1.2502455711364746,0.0,0.0
1992-06-10,1.2502455711364746,7.687498092651367,7.687498092651367,7.687498092651367,7.687498092651367,0,1.4736613035202026,1.1655939817428589,-0.08465158939361572,0.0
1992-06-18,1.2502455711364746,7.687498092651367,7.687498092651367,7.687498092651367,7.687498092651367,0,1.4803361892700195,1.1655939817428589,-0.08465158939361572,0.0
1992-06-19,1.2502455711364746,7.687498092651367,7.687498092651367,7.687498092651367,7.687498092651367,0,1.4801685810089111,1.1655939817428589,-0.08465158939361572,0.0
1992-07-02,1.1655939817428589,7.166991233825684,7.166991233825684,7.166991233825684,7.166991233825684,0,1.4589701890945435,1.1655939817428589,0.0,0.0
1992-07-03,1.1655939817428589,7.166991233825684,7.166991233825684,7.166991233825684,7.166991233825684,0,1.4589171409606934,1.1655939817428589,0.0,0.0
1992-07-07,1.1655939817428589,7.166991233825684,7.166991233825684,7.166991233825684,7.166991233825684,0,1.3888957500457764,1.1655939817428589,0.0,0.0
1992-07-17,1.1655939817428589,7.166991233825684,7.166991233825684,7.166991233825684,7.166991233825684,0,1.39273202419281,1.172105073928833,0.006511092185974121,0.0
1992-07-22,1.1655939817428589,7.166991233825684,7.166991233825684,7.166991233825684,7.166991233825684,0,1.3886722326278687,1.172105073928833,0.006511092185974121,0.0
1992-07-23,1.1655939817428589,7.166991233825684,7.166991233825684,7.166991233825684,7.166991233825684,0,1.389918327331543,1.172105073928833,0.006511092185974121,0.0
1992-07-27,1.1655939817428589,7.166991233825684,7.166991233825684,7.166991233825684,7.166991233825684,0,1.3840759992599487,1.172105073928833,0.006511092185974121,0.0
1992-07-29,1.1655939817428589,7.166991233825684,7.166991233825684,7.166991233825684,7.166991233825684,0,1.3859033584594727,1.172105073928833,0.006511092185974121,0.0
1992-08-12,1.172105073928833,7.207029819488525,7.207029819488525,7.207029819488525,7.207029819488525,0,1.3916702270507812,1.1167559623718262,-0.055349111557006836,0.0
1992-08-14,1.172105073928833,7.207029819488525,7.207029819488525,7.207029819488525,7.207029819488525,0,1.3950175046920776,1.1167559623718262,-0.055349111557006836,0.0
1992-08-18,1.172105073928833,7.207029819488525,7.207029819488525,7.207029819488525,7.207029819488525,0,1.3949840068817139,1.1167559623718262,-0.055349111557006836,0.0
1992-08-25,1.172105073928833,7.207029819488525,7.207029819488525,7.207029819488525,7.207029819488525,0,1.3974707126617432,1.1167559623718262,-0.055349111557006836,0.0
1992-09-04,1.1167559623718262,6.866697788238525,6.866697788238525,6.866697788238525,6.866697788238525,0,1.3534255027770996,1.1167559623718262,0.0,0.0
1992-09-07,1.1167559623718262,6.866697788238525,6.866697788238525,6.866697788238525,6.866697788238525,0,1.3401230573654175,1.1167559623718262,0.0,0.0
1992-11-02,0.9860292077064514,5.865721225738525,5.865721225738525,5.865721225738525,5.865721225738525,0,1.1972723007202148,0.9860292077064515,1.1102230246251565e-16,0.0
1992-11-05,0.9860292077064514,5.865721225738525,5.865721225738525,5.865721225738525,5.865721225738525,0,1.2113375663757324,0.9860292077064515,1.1102230246251565e-16,0.0
1992-11-06,0.9860292077064514,5.865721225738525,5.865721225738525,5.865721225738525,5.865721225738525,0,1.1999266147613525,0.9860292077064515,1.1102230246251565e-16,0.0
1992-11-13,0.9860292077064514,5.865721225738525,5.865721225738525,5.865721225738525,5.865721225738525,0,1.2035337686538696,1.019682765007019,0.03365355730056763,0.0
1992-11-23,0.9860292077064514,5.865721225738525,5.865721225738525,5.865721225738525,5.865721225738525,0,1.2072750329971313,1.019682765007019,0.03365355730056763,0.0
1992-12-21,1.019682765007019,6.065917015075684,6.065917015075684,6.065917015075684,6.065917015075684,0,1.2463971376419067,1.019682765007019,0.0,0.0
1992-12-22,1.019682765007019,6.065917015075684,6.065917015075684,6.065917015075684,6.065917015075684,0,1.2446396350860596,1.019682765007019,0.0,0.0
1993-01-14,1.019682765007019,6.065917015075684,6.065917015075684,6.065917015075684,6.065917015075684,0,1.2462406158447266,1.0095865726470947,-0.010096192359924316,0.0
1993-02-05,1.0095865726470947,6.005857944488525,6.005857944488525,6.005857944488525,6.005857944488525,0,1.2341033220291138,1.1324200630187988,0.1228334903717041,0.0
1993-02-10,1.0095865726470947,6.005857944488525,6.005857944488525,6.005857944488525,6.005857944488525,0,1.2379647493362427,1.1324200630187988,0.1228334903717041,0.0
1993-02-15,1.0095865726470947,6.005857944488525,6.005857944488525,6.005857944488525,6.005857944488525,0,1.235047698020935,1.1324200630187988,0.1228334903717041,0.0
1993-02-17,1.0095865726470947,6.005857944488525,6.005857944488525,6.005857944488525,6.005857944488525,0,1.234709620475769,1.1324200630187988,0.1228334903717041,0.0
1993-02-19,1.0095865726470947,6.005857944488525,6.005857944488525,6.005857944488525,6.005857944488525,0,1.2336450815200806,1.1324200630187988,0.1228334903717041,0.0
