Sample,t+1_Actual_scaled,t+1_LSTM_scaled,t+1_ARIMA_scaled,t+1_ENS_scaled,t+1_Actual_$,t+1_LSTM_$,t+1_ARIMA_$,t+1_ENS_$
177,1.0329455943408883,1.0013617,1.0030543187006216,1.0025465652466545,99.56040954589842,97.874435,97.96479189740035,97.93768765528014
178,1.0317178756836953,1.0041208,1.0340607610679422,1.0250788046057748,99.494873046875,98.02172,99.61993794248208,99.14047468967367
179,1.0346997027320097,1.0068771,1.0304330413820808,1.0233662662603185,99.65404510498047,98.16885,99.426287673948,99.04905816932752
180,1.043469101294221,1.0096663,1.0363345620513806,1.0283340905345075,100.12216186523438,98.31774,99.74131506341897,99.3142441781794
181,1.051712538895027,1.0125189,1.0416229700609803,1.0328917498285901,100.56220245361327,98.47002,100.02361406109738,99.55753528736454
182,1.0646913402385714,1.0154779,1.0526637589561099,1.041508023832143,101.25502014160155,98.62797,100.61297926004119,100.01747814928255
183,1.0887196094968536,1.0185707,1.0645002387230593,1.0507213655695815,102.53766632080077,98.79306,101.24481900617745,100.50929291339041
184,1.0983664195650618,1.0218161,1.0881897662974334,1.0682776767440494,103.05261993408205,98.96631,102.509382912287,101.44646134640195
185,1.097138557983694,1.0251269,1.098466194561961,1.0764644283297558,102.98707580566406,99.14304,103.05794599469743,101.88347599479741
186,1.1076620649370263,1.0285301,1.0974999359163582,1.0768090152381915,103.54882812499999,99.32471,103.00636641788404,101.90187029014828
187,1.114151537070886,1.032049,1.1070506580702943,1.0845501488072413,103.8952407836914,99.51254,103.51619078965467,102.31509753045773
188,1.1069603072412386,1.0356932,1.114379258828205,1.090773437732249,103.51136779785155,99.70708,103.90739673378529,102.64730113929497
189,1.1059079565459053,1.0394357,1.1077838428033115,1.0872794192084576,103.45519256591795,99.90686,103.55532871450241,102.46078793431049
190,1.118010061004325,1.0432255,1.1055700485187403,1.086866692006026,104.10121154785156,100.10916,103.43715479402083,102.43875626138555
191,1.137302966519869,1.0470695,1.117641237812589,1.0964697551788343,105.1310806274414,100.314354,104.08152350238333,102.9513746341369
192,1.1287087929953428,1.0509791,1.1374993770458173,1.1115433230396619,104.6723175048828,100.52305,105.14156516163546,103.75601245535351
193,1.160454395968852,1.0549383,1.12899788990291,1.1067800237960659,106.3669204711914,100.7344,104.68774970434434,103.50174413875078
194,1.134496650357589,1.0589614,1.1598336301290693,1.1295719764064343,104.98127746582033,100.94915,106.33378354717844,104.71839485203932
195,1.1232716715568167,1.0630523,1.134273442694116,1.1129071048378922,104.38208007812499,101.16753,104.96936248128088,103.82881210205129
196,1.1495801530917995,1.0671709,1.125465397388342,1.1079770476077218,105.78644561767577,101.387375,104.49918273024574,103.56564212499052
197,1.1318659880055173,1.0712919,1.1464632689858547,1.123911877267912,104.84085083007812,101.60736,105.62006411734698,104.41625471635679
198,1.1501063999015533,1.0753723,1.1342517866429032,1.1165879700199204,105.81453704833983,101.82518,104.96820646579572,104.02529931513877
199,1.1329180528525016,1.079386,1.1501584079966851,1.128926708198998,104.89701080322264,102.03943,105.81731327761342,104.68394997413613
200,1.160279028006992,1.0832981,1.1310508113473956,1.1167250060001228,106.35755920410155,102.24826,104.79733611769194,104.03261439366274
201,1.1608052748167457,1.0870867,1.1619869331043273,1.1395168623988745,106.38565063476561,102.4505,106.4487283983529,105.24925997110647
202,1.1625592402836928,1.0907397,1.1588231612490163,1.1383981429013195,106.47927856445312,102.6455,106.27984399646559,105.18954192509533
203,1.149755663977834,1.0942836,1.1647854771294313,1.1436349320664685,105.79581451416016,102.83467,106.598116677739,105.46908547197958
204,1.138004581291483,1.0976956,1.1481401481391527,1.1330067923380014,105.16853332519533,103.01681,105.70957712454017,104.90174778035558
205,1.1406353865677286,1.1009266,1.1392381958487015,1.1277447462703454,105.30896759033203,103.189285,105.23438455157425,104.62085600197155
206,1.1546666815307804,1.1039255,1.1401370015549794,1.1292735529706572,106.05796813964844,103.349365,105.28236344229701,104.70246479583892
207,1.181325898989483,1.1066384,1.1547204899111696,1.1402958962443983,107.4810562133789,103.49419,106.0608404694352,105.29084535433518
208,1.1964096875720425,1.1090893,1.1809709241632582,1.1594064235141648,108.28623962402344,103.62501,107.46210740355517,106.31097895287138
209,1.1795720764467106,1.1113367,1.195985006062105,1.1705905285850566,107.38743591308595,103.74498,108.26356982162349,106.90799447166485
210,1.1823782496848163,1.1134479,1.1800560564047964,1.1600736227803239,107.5372314453125,103.85768,107.41327110901183,106.34659452635712
211,1.2009695404287464,1.1154518,1.1819057985997263,1.1619696147639795,108.52964782714842,103.964645,107.51201166886355,106.44780393297263
212,1.2032497527054473,1.1173873,1.2003673775763248,1.175473358694678,108.65136718750001,104.06796,108.49750394389109,107.16864343129085
213,1.2292074983167103,1.1192921,1.2046485756641112,1.1790416568879125,110.0370101928711,104.16965,108.72603735637568,107.35912173809683
214,1.1690485694933779,1.121172,1.2284305066375745,1.1962529579158792,106.82568359375,104.27,109.99553382194314,108.2778732830072
