date_seen_utc,headline,source,url
20250731T020000Z,"Commonwealth Bank cuts jobs , adopts AI for customer service | Wellington Times",,https://www.wellingtontimes.com.au/story/9029592/commonwealth-bank-cuts-jobs-adopts-ai-for-customer-service/
20250731T020000Z,"Commonwealth Bank cuts jobs , adopts AI for customer service | Goulburn Post",,https://www.goulburnpost.com.au/story/9029592/commonwealth-bank-cuts-jobs-adopts-ai-for-customer-service/
20250731T023000Z,"Commonwealth Bank cuts jobs , adopts AI for customer service | Southern Cross",,https://www.juneesoutherncross.com.au/story/9029592/commonwealth-bank-cuts-jobs-adopts-ai-for-customer-service/
20250731T031500Z,"Commonwealth Bank cuts jobs , adopts AI for customer service | Moree Champion",,https://www.moreechampion.com.au/story/9029592/commonwealth-bank-cuts-jobs-adopts-ai-for-customer-service/
20250813T011500Z,"Big bank posts huge $10b profit , sees economic recovery",,https://www.standard.net.au/story/9039578/big-bank-posts-huge-10b-profit-sees-economic-recovery/
20250813T030000Z,"Big bank posts huge $10b profit , sees economic recovery",,https://www.examiner.com.au/story/9039578/big-bank-posts-huge-10b-profit-sees-economic-recovery/
20250812T223000Z,Commonwealth Bank ( ASX : CBA ) results : Profit hits $10 . 25 billion,,https://www.smh.com.au/business/banking-and-finance/cba-profits-swell-to-10-25b-as-household-finances-improve-20250812-p5mma5.html
20250812T223000Z,Commonwealth Bank ( ASX : CBA ) results : Profit hits $10 . 25 billion,,https://www.theage.com.au/business/banking-and-finance/cba-profits-swell-to-10-25b-as-household-finances-improve-20250812-p5mma5.html
20250818T223000Z,Here the CBA dividend forecast through to 2028,,https://www.fool.com.au/2025/08/19/heres-the-cba-dividend-forecast-through-to-2028/
20250920T044500Z,CommBank : Scheduled outage left customers unable to access services,,https://www.9news.com.au/national/commbank-customers-hit-by-delayed-planned-maintenance-outage/911053cc-ea20-4134-a2e2-b24b51528877
20250731T040000Z,"Commonwealth Bank cuts jobs , adopts AI for customer service | Newcastle Herald",,https://www.newcastleherald.com.au/story/9029592/commonwealth-bank-cuts-jobs-adopts-ai-for-customer-service/
20250731T021500Z,"Commonwealth Bank cuts jobs , adopts AI for customer service | Western Advocate",,https://www.westernadvocate.com.au/story/9029592/commonwealth-bank-cuts-jobs-adopts-ai-for-customer-service/
20250731T060000Z,"Commonwealth Bank cuts jobs , adopts AI for customer service | Central Western Daily",,https://www.centralwesterndaily.com.au/story/9029592/commonwealth-bank-cuts-jobs-adopts-ai-for-customer-service/
20250731T024500Z,"Commonwealth Bank cuts jobs , adopts AI for customer service | The Northern Daily Leader",,https://www.northerndailyleader.com.au/story/9029592/commonwealth-bank-cuts-jobs-adopts-ai-for-customer-service/
20250723T034500Z,Aussie shoppers splurge online ahead of expected rate cuts,,https://www.9news.com.au/national/aussie-shoppers-splurge-online-ahead-of-expected-rate-cuts/65c93d0d-cb36-46ed-a7d2-d08f67d363a3
20251002T060000Z,Services restored for thousands hit by CommBank outage,,https://www.theleader.com.au/story/9080063/services-restored-for-thousands-hit-by-commbank-outage/
20251002T064500Z,Services restored for thousands hit by CommBank outage,,https://www.bluemountainsgazette.com.au/story/9080063/services-restored-for-thousands-hit-by-commbank-outage/
20251002T053000Z,Services restored for thousands hit by CommBank outage,,https://www.mandurahmail.com.au/story/9080063/services-restored-for-thousands-hit-by-commbank-outage/
20251002T063000Z,Services restored for thousands hit by CommBank outage,,https://www.bunburymail.com.au/story/9080063/services-restored-for-thousands-hit-by-commbank-outage/
20251002T051500Z,Thousands of customers affected by CommBank outage,,https://www.naroomanewsonline.com.au/story/9080063/thousands-of-customers-affected-by-commbank-outage/
20250812T224500Z,Commonwealth Bank ( ASX : CBA ) results : Profit hits $10 . 25 billion,,https://www.watoday.com.au/business/banking-and-finance/cba-profits-swell-to-10-25b-as-household-finances-improve-20250812-p5mma5.html
20250815T091500Z,Australia Westpac profit grows 5 % on margin lift and higher lending,,https://finance.yahoo.com/news/australias-westpac-posts-more-5-214300354.html
20250812T230000Z,Commonwealth Bank ( ASX : CBA ) results : Profit hits $10 . 25 billion,,https://www.brisbanetimes.com.au/business/banking-and-finance/cba-profits-swell-to-10-25b-as-household-finances-improve-20250812-p5mma5.html
20250919T034500Z,Port Macquarie woman Kristine Begg pleads for help after fire | Illawarra Mercury,,https://www.illawarramercury.com.au/story/9069449/port-macquarie-woman-kristine-begg-pleads-for-help-after-fire/
20250728T181500Z,CBA shares are down 9 % from their peak . Is it time to buy ? ,,https://www.fool.com.au/2025/07/29/cba-shares-are-down-9-from-their-peak-is-it-time-to-buy/
20250821T201500Z,Canberra Roundtable : Independent economist Chris Richardson took the bus to conference,,https://www.smh.com.au/cbd/the-vips-with-a-seat-at-canberra-s-roundtable-and-how-they-got-there-20250821-p5mos5.html
20250909T004500Z,Local organizations hosting large hiring event in Monroeville,,https://www.yahoo.com/news/articles/local-organizations-hosting-large-hiring-235918950.html
20250819T001500Z,Profits climb at Commonwealth Bank to $35 . 6 million for the first half of the year ! ,,https://www.bahamaspress.com/profits-climb-at-commonwealth-bank-to-35-6-million-for-the-first-half-of-the-year/
20250813T013000Z,"Big bank posts huge $10b profit , sees economic recovery",,https://www.illawarramercury.com.au/story/9039578/big-bank-posts-huge-10b-profit-sees-economic-recovery/
20250821T013000Z,Commonwealth Bank reverses AI customer service related job cuts | St George & Sutherland Shire Leader,,https://www.theleader.com.au/story/9046323/commonwealth-bank-reverses-ai-customer-service-related-job-cuts/
20250729T090000Z,Big bank calls for income tax thresholds to go up with inflation in bold reform plan,,https://www.theage.com.au/politics/federal/end-bracket-creep-and-move-to-the-bush-westpac-s-productive-plan-20250729-p5miru.html
20251002T051500Z,Thousands of customers affected by CommBank outage,,https://www.dailyliberal.com.au/story/9080063/thousands-of-customers-affected-by-commbank-outage/
20251002T060000Z,Services restored for thousands hit by CommBank outage,,https://www.batemansbaypost.com.au/story/9080063/services-restored-for-thousands-hit-by-commbank-outage/
20251002T053000Z,Services restored for thousands hit by CommBank outage,,https://www.newcastleherald.com.au/story/9080063/services-restored-for-thousands-hit-by-commbank-outage/
20250725T090000Z,The $200 trick criminals use to turn some Australians into  money mules  ,,https://www.sbs.com.au/news/article/the-200-trick-criminals-use-to-turn-some-australians-into-money-mules/f6u874k5p
20250821T231500Z,"Commonwealth Bank reverses AI chatbot job cuts , admits  error  | Lithgow Mercury",,https://www.lithgowmercury.com.au/story/9046323/commonwealth-bank-reverses-ai-chatbot-job-cuts-admits-error/
20250821T231500Z,"Commonwealth Bank reverses AI chatbot job cuts , admits  error  | The Courier",,https://www.thecourier.com.au/story/9046323/commonwealth-bank-reverses-ai-chatbot-job-cuts-admits-error/
20250821T230000Z,"Commonwealth Bank reverses AI chatbot job cuts , admits  error  | Glen Innes Examiner",,https://www.gleninnesexaminer.com.au/story/9046323/commonwealth-bank-reverses-ai-chatbot-job-cuts-admits-error/
20250821T230000Z,"Commonwealth Bank reverses AI chatbot job cuts , admits  error  | The Irrigator",,https://www.irrigator.com.au/story/9046323/commonwealth-bank-reverses-ai-chatbot-job-cuts-admits-error/
20250821T230000Z,"Commonwealth Bank reverses AI chatbot job cuts , admits  error  | Magnet",,https://www.edenmagnet.com.au/story/9046323/commonwealth-bank-reverses-ai-chatbot-job-cuts-admits-error/
20250821T230000Z,"Commonwealth Bank reverses AI chatbot job cuts , admits  error  | Katherine Times",,https://www.katherinetimes.com.au/story/9046323/commonwealth-bank-reverses-ai-chatbot-job-cuts-admits-error/
20250821T230000Z,"Commonwealth Bank reverses AI chatbot job cuts , admits  error  | South Coast Register",,https://www.southcoastregister.com.au/story/9046323/commonwealth-bank-reverses-ai-chatbot-job-cuts-admits-error/
20250821T223000Z,"Commonwealth Bank reverses AI chatbot job cuts , admits  error  | The Armidale Express",,https://www.armidaleexpress.com.au/story/9046323/commonwealth-bank-reverses-ai-chatbot-job-cuts-admits-error/
20250821T224500Z,"Commonwealth Bank reverses AI chatbot job cuts , admits  error  | Moree Champion",,https://www.moreechampion.com.au/story/9046323/commonwealth-bank-reverses-ai-chatbot-job-cuts-admits-error/
20250821T224500Z,"Commonwealth Bank reverses AI chatbot job cuts , admits  error  | Port Macquarie News",,https://www.portnews.com.au/story/9046323/commonwealth-bank-reverses-ai-chatbot-job-cuts-admits-error/
20250821T224500Z,"Commonwealth Bank reverses AI chatbot job cuts , admits  error  | Southern Cross",,https://www.juneesoutherncross.com.au/story/9046323/commonwealth-bank-reverses-ai-chatbot-job-cuts-admits-error/
20250821T224500Z,"Commonwealth Bank reverses AI chatbot job cuts , admits  error  | Bega District News",,https://www.begadistrictnews.com.au/story/9046323/commonwealth-bank-reverses-ai-chatbot-job-cuts-admits-error/
20250821T224500Z,"Commonwealth Bank reverses AI chatbot job cuts , admits  error  | The Daily Advertiser",,https://www.dailyadvertiser.com.au/story/9046323/commonwealth-bank-reverses-ai-chatbot-job-cuts-admits-error/
20250821T224500Z,"Commonwealth Bank reverses AI chatbot job cuts , admits  error  | Daily Liberal",,https://www.dailyliberal.com.au/story/9046323/commonwealth-bank-reverses-ai-chatbot-job-cuts-admits-error/
20250821T231500Z,"Commonwealth Bank reverses AI chatbot job cuts , admits  error  | The Macleay Argus",,https://www.macleayargus.com.au/story/9046323/commonwealth-bank-reverses-ai-chatbot-job-cuts-admits-error/
20250821T014500Z,Commonwealth Bank reverses AI customer service related job cuts | The Border Mail,,https://www.bordermail.com.au/story/9046323/commonwealth-bank-reverses-ai-customer-service-related-job-cuts/
20250821T014500Z,Commonwealth Bank reverses AI customer service related job cuts | The Rural,,https://www.therural.com.au/story/9046323/commonwealth-bank-reverses-ai-customer-service-related-job-cuts/
20250821T014500Z,Commonwealth Bank reverses AI customer service related job cuts | Crookwell Gazette,,https://www.crookwellgazette.com.au/story/9046323/commonwealth-bank-reverses-ai-customer-service-related-job-cuts/
20250821T014500Z,Commonwealth Bank reverses AI customer service related job cuts | Nyngan Observer,,https://www.nynganobserver.com.au/story/9046323/commonwealth-bank-reverses-ai-customer-service-related-job-cuts/
20250821T014500Z,Commonwealth Bank reverses AI customer service related job cuts | Cootamundra Herald,,https://www.cootamundraherald.com.au/story/9046323/commonwealth-bank-reverses-ai-customer-service-related-job-cuts/
20250821T014500Z,Commonwealth Bank reverses AI customer service related job cuts | Narooma News,,https://www.naroomanewsonline.com.au/story/9046323/commonwealth-bank-reverses-ai-customer-service-related-job-cuts/
20250821T011500Z,Commonwealth Bank reverses AI customer service related job cuts | Camden Haven Courier,,https://www.camdencourier.com.au/story/9046323/commonwealth-bank-reverses-ai-customer-service-related-job-cuts/
20250821T011500Z,Commonwealth Bank reverses AI customer service related job cuts | The Macleay Argus,,https://www.macleayargus.com.au/story/9046323/commonwealth-bank-reverses-ai-customer-service-related-job-cuts/
20250821T020000Z,Commonwealth Bank reverses AI customer service related job cuts | The North West Star,,https://www.northweststar.com.au/story/9046323/commonwealth-bank-reverses-ai-customer-service-related-job-cuts/
20250821T020000Z,Commonwealth Bank reverses AI customer service related job cuts | Bega District News,,https://www.begadistrictnews.com.au/story/9046323/commonwealth-bank-reverses-ai-customer-service-related-job-cuts/
20250821T020000Z,Commonwealth Bank reverses AI customer service related job cuts | Wellington Times,,https://www.wellingtontimes.com.au/story/9046323/commonwealth-bank-reverses-ai-customer-service-related-job-cuts/
20250821T044500Z,Commonwealth Bank reverses AI customer service related job cuts | The Advocate - Hepburn,,https://www.hepburnadvocate.com.au/story/9046323/commonwealth-bank-reverses-ai-customer-service-related-job-cuts/
20250821T050000Z,Commonwealth Bank reverses AI customer service related job cuts | The Scone Advocate,,https://www.sconeadvocate.com.au/story/9046323/commonwealth-bank-reverses-ai-customer-service-related-job-cuts/
20250821T050000Z,Commonwealth Bank reverses AI customer service related job cuts | Gloucester Advocate,,https://www.gloucesteradvocate.com.au/story/9046323/commonwealth-bank-reverses-ai-customer-service-related-job-cuts/
20250821T034500Z,Commonwealth Bank reverses AI customer service related job cuts | Oberon Review,,https://www.oberonreview.com.au/story/9046323/commonwealth-bank-reverses-ai-customer-service-related-job-cuts/
20250821T034500Z,Commonwealth Bank reverses AI customer service related job cuts | The Irrigator,,https://www.irrigator.com.au/story/9046323/commonwealth-bank-reverses-ai-customer-service-related-job-cuts/
20250821T034500Z,Commonwealth Bank reverses AI customer service related job cuts | Glen Innes Examiner,,https://www.gleninnesexaminer.com.au/story/9046323/commonwealth-bank-reverses-ai-customer-service-related-job-cuts/
20250821T034500Z,Commonwealth Bank reverses AI customer service related job cuts | Katherine Times,,https://www.katherinetimes.com.au/story/9046323/commonwealth-bank-reverses-ai-customer-service-related-job-cuts/
20250821T040000Z,Commonwealth Bank reverses AI customer service related job cuts | Mudgee Guardian,,https://www.mudgeeguardian.com.au/story/9046323/commonwealth-bank-reverses-ai-customer-service-related-job-cuts/
20250821T040000Z,Commonwealth Bank reverses AI customer service related job cuts | Harden Murrumburrah Express,,https://www.hardenexpress.com.au/story/9046323/commonwealth-bank-reverses-ai-customer-service-related-job-cuts/
20250821T040000Z,Commonwealth Bank reverses AI customer service related job cuts | Muswellbrook Chronicle,,https://www.muswellbrookchronicle.com.au/story/9046323/commonwealth-bank-reverses-ai-customer-service-related-job-cuts/
20250821T040000Z,Commonwealth Bank reverses AI customer service related job cuts | The Armidale Express,,https://www.armidaleexpress.com.au/story/9046323/commonwealth-bank-reverses-ai-customer-service-related-job-cuts/
20250821T040000Z,Commonwealth Bank reverses AI customer service related job cuts | Daily Liberal,,https://www.dailyliberal.com.au/story/9046323/commonwealth-bank-reverses-ai-customer-service-related-job-cuts/
20250821T021500Z,Commonwealth Bank reverses AI customer service related job cuts | Eastern Riverina Chronicle,,https://www.easternriverinachronicle.com.au/story/9046323/commonwealth-bank-reverses-ai-customer-service-related-job-cuts/
20250821T030000Z,Commonwealth Bank reverses AI customer service related job cuts | Milton Ulladulla Times,,https://www.ulladullatimes.com.au/story/9046323/commonwealth-bank-reverses-ai-customer-service-related-job-cuts/
20250821T030000Z,Commonwealth Bank reverses AI customer service related job cuts | Goulburn Post,,https://www.goulburnpost.com.au/story/9046323/commonwealth-bank-reverses-ai-customer-service-related-job-cuts/
20250821T030000Z,Commonwealth Bank reverses AI customer service related job cuts | Great Lakes Advocate,,https://www.greatlakesadvocate.com.au/story/9046323/commonwealth-bank-reverses-ai-customer-service-related-job-cuts/
20250821T024500Z,Commonwealth Bank reverses AI customer service related job cuts | Blayney Chronicle,,https://www.blayneychronicle.com.au/story/9046323/commonwealth-bank-reverses-ai-customer-service-related-job-cuts/
20250821T024500Z,Commonwealth Bank reverses AI customer service related job cuts | The Singleton Argus,,https://www.singletonargus.com.au/story/9046323/commonwealth-bank-reverses-ai-customer-service-related-job-cuts/
20250821T033000Z,Commonwealth Bank reverses AI customer service related job cuts | Lithgow Mercury,,https://www.lithgowmercury.com.au/story/9046323/commonwealth-bank-reverses-ai-customer-service-related-job-cuts/
20250821T033000Z,Commonwealth Bank reverses AI customer service related job cuts | Braidwood Times,,https://www.braidwoodtimes.com.au/story/9046323/commonwealth-bank-reverses-ai-customer-service-related-job-cuts/
20250821T031500Z,Commonwealth Bank reverses AI customer service related job cuts | Southern Highland News,,https://www.southernhighlandnews.com.au/story/9046323/commonwealth-bank-reverses-ai-customer-service-related-job-cuts/
20250821T031500Z,Commonwealth Bank reverses AI customer service related job cuts | South Coast Register,,https://www.southcoastregister.com.au/story/9046323/commonwealth-bank-reverses-ai-customer-service-related-job-cuts/
20250821T050000Z,Commonwealth Bank reverses AI customer service related job cuts | Yass Tribune,,https://www.yasstribune.com.au/story/9046323/commonwealth-bank-reverses-ai-customer-service-related-job-cuts/
20250821T041500Z,Commonwealth Bank reverses AI customer service related job cuts | Port Macquarie News,,https://www.portnews.com.au/story/9046323/commonwealth-bank-reverses-ai-customer-service-related-job-cuts/
20250821T041500Z,Commonwealth Bank reverses AI customer service related job cuts | The Area News,,https://www.areanews.com.au/story/9046323/commonwealth-bank-reverses-ai-customer-service-related-job-cuts/
20250821T041500Z,Commonwealth Bank reverses AI customer service related job cuts | Southern Cross,,https://www.juneesoutherncross.com.au/story/9046323/commonwealth-bank-reverses-ai-customer-service-related-job-cuts/
20250821T053000Z,Commonwealth Bank reverses AI customer service related job cuts | Magnet,,https://www.edenmagnet.com.au/story/9046323/commonwealth-bank-reverses-ai-customer-service-related-job-cuts/
20250821T223000Z,"Commonwealth Bank reverses AI chatbot job cuts , admits  error  | Southern Highland News",,https://www.southernhighlandnews.com.au/story/9046323/commonwealth-bank-reverses-ai-chatbot-job-cuts-admits-error/
20250821T223000Z,"Commonwealth Bank reverses AI chatbot job cuts , admits  error  | Mudgee Guardian",,https://www.mudgeeguardian.com.au/story/9046323/commonwealth-bank-reverses-ai-chatbot-job-cuts-admits-error/
20250821T223000Z,"Commonwealth Bank reverses AI chatbot job cuts , admits  error  | Harden Murrumburrah Express",,https://www.hardenexpress.com.au/story/9046323/commonwealth-bank-reverses-ai-chatbot-job-cuts-admits-error/
20250821T224500Z,"Commonwealth Bank reverses AI chatbot job cuts , admits  error  | Braidwood Times",,https://www.braidwoodtimes.com.au/story/9046323/commonwealth-bank-reverses-ai-chatbot-job-cuts-admits-error/
20250827T050000Z,Earnings season : These 2 ASX blue chip dividend stocks just increased their dividends,,https://www.fool.com.au/2025/08/27/earnings-season-these-2-asx-blue-chip-dividend-stocks-just-increased-their-dividends/
20250926T023000Z,Celebrity chef Scott Pickett puts hospitality empire into administration,,https://www.theage.com.au/national/victoria/celebrity-chef-scott-pickett-puts-hospitality-empire-into-administration-20250926-p5my4b.html
20250729T084500Z,Big bank calls for income tax thresholds to go up with inflation in bold reform plan,,https://www.brisbanetimes.com.au/politics/federal/end-bracket-creep-and-move-to-the-bush-westpac-s-productive-plan-20250729-p5miru.html
20251002T031500Z,Commonwealth Bank services go offline in major outage for bank | Blayney Chronicle,,https://www.blayneychronicle.com.au/story/9079898/commonwealth-bank-services-go-offline-in-major-outage-for-bank/
20250911T021500Z,The most trusted brand in Australia is named in 2025 Roy Morgan awards,,https://www.dailymail.co.uk/femail/article-15086403/The-trusted-brand-Australia-named-2025-Roy-Morgan-awards-supermarket-car-bank-you-agree.html
20251013T201500Z,Here a top broker view on the latest CBA share price,,https://www.fool.com.au/2025/10/14/heres-a-top-brokers-view-on-the-latest-cba-share-price/
20250926T023000Z,Celebrity chef Scott Pickett puts hospitality empire into administration,,https://www.brisbanetimes.com.au/national/victoria/celebrity-chef-scott-pickett-puts-hospitality-empire-into-administration-20250926-p5my4b.html
20250825T071500Z,Qantas $90 million fine : Someone going to pay,,https://www.theage.com.au/business/companies/bonus-anyone-someone-s-going-to-pay-for-qantas-embarrassing-90m-fine-20250825-p5mpju.html
20251002T033000Z,Commonwealth Bank services go offline in major outage for bank | The North West Star,,https://www.northweststar.com.au/story/9079898/commonwealth-bank-services-go-offline-in-major-outage-for-bank/
20251002T040000Z,Commonwealth Bank major outage disrupts services nationwide | Farm Weekly,,https://www.farmweekly.com.au/story/9079949/commonwealth-bank-major-outage-disrupts-services-nationwide/
20251002T033000Z,Commonwealth Bank services go offline in major outage for bank | Moree Champion,,https://www.moreechampion.com.au/story/9079898/commonwealth-bank-services-go-offline-in-major-outage-for-bank/
20251002T033000Z,Commonwealth Bank services go offline in major outage for bank | St George & Sutherland Shire Leader,,https://www.theleader.com.au/story/9079898/commonwealth-bank-services-go-offline-in-major-outage-for-bank/
20250821T230000Z,"Commonwealth Bank reverses AI chatbot job cuts , admits  error  | Newcastle Herald",,https://www.newcastleherald.com.au/story/9046323/commonwealth-bank-reverses-ai-chatbot-job-cuts-admits-error/
20250821T011500Z,Commonwealth Bank reverses AI customer service related job cuts | The Northern Daily Leader,,https://www.northerndailyleader.com.au/story/9046323/commonwealth-bank-reverses-ai-customer-service-related-job-cuts/
20250821T013000Z,Commonwealth Bank reverses AI customer service related job cuts | Newcastle Herald,,https://www.newcastleherald.com.au/story/9046323/commonwealth-bank-reverses-ai-customer-service-related-job-cuts/
20250821T033000Z,Commonwealth Bank reverses AI customer service related job cuts | Western Advocate,,https://www.westernadvocate.com.au/story/9046323/commonwealth-bank-reverses-ai-customer-service-related-job-cuts/
20251010T031500Z,Queues at Sydney bullion trader out the door,,https://www.perthnow.com.au/news/queues-at-sydney-bullion-trader-out-the-door-c-20302790
20250810T194500Z,Commonwealth Bank : ASX biggest stock is tipped to make $10 . 3b . Will it be enough for investors,,https://www.smh.com.au/business/banking-and-finance/asx-s-biggest-stock-is-tipped-to-make-10-3b-will-it-be-enough-for-investors-20250806-p5mkxe.html
